Annual Income,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Current Loan Amount,Current Credit Balance,Credit Score,Is_Years_in_current_job,Is_Term,Is_Home_Ownership,Is_Purpose_business loan,Is_Purpose_other,Is_Purpose_small business,Credit Default
0.5773913879885204,3.5711291518158657,1.2488463167188895,0.08811723647648163,0.5220102147480833,1.6647792271904904,2.038140322234234,0.2749779751453522,1.1695099197078447,-0.46698361311425646,1.1640135221007732,0,0,0,1,0,0
-0.2896569660972239,-0.11095342154390785,1.2488463167188895,-0.43374474021061293,0.4139923527442754,-0.3409788778582933,0.8470645501379404,-1.3137510939162371,0.9797466088570118,-0.6803029706174508,0.12005520631532639,0,1,0,1,0,0
-1.0507306173595992,-0.11095342154390785,-0.879492774313631,-1.4438001789598278,-0.5171610356652423,-0.3409788778582933,-0.6166957461245222,-0.14702060649239101,-0.050847021264702065,-0.6996956394813776,0.3810447852616881,1,0,0,1,0,1
0.06692169269848916,-0.11095342154390785,-0.6430106530877954,0.4079681254137328,-0.9097509696696647,-0.3409788778582933,1.6874490187411073,-0.5311996255703043,-0.891789826197024,-0.47183178033023815,1.1640135221007732,0,1,0,1,0,0
-0.9648103545071385,-0.11095342154390785,0.06643571058971146,-0.7704298864603513,-0.9422389787832292,1.6647792271904904,1.6153742896499437,-0.9335546135202554,-0.8281229418214628,-0.5542506230019268,-0.4019239515773971,0,0,0,1,0,0
-0.5737062944435358,-0.11095342154390785,-1.1159748955394666,-0.3664077109606652,-0.9060634852692994,-0.3409788778582933,-0.6155967405747514,-0.5536655746730093,-0.4029271415747833,1.9048962352789647,-0.4019239515773971,0,0,0,1,0,1
-0.9406225566796307,-0.11095342154390785,0.5393999530413827,-0.9387724595852204,-0.5841715280442967,1.6647792271904904,-0.6251697151562058,-0.05535050261602731,-0.9013511074195022,-0.0528923965595582,-1.445882267362844,0,0,0,1,0,1
-1.0387132621098563,-0.11095342154390785,-0.4065285318619598,0.02078020722653362,-1.4184330849683504,-0.3409788778582933,1.7702705312728864,-0.855770498285262,-1.3058495459610524,-0.4475909442503297,-0.6629135305237588,1,0,0,1,0,0
0.3926694390864451,-0.11095342154390785,-0.6430106530877954,-0.3495734536481784,1.5261503633579376,-0.3409788778582933,-0.6163130587648,-1.1030088326316123,2.122263472112442,1.8509369114550822,1.1640135221007732,0,1,0,1,0,0
0.6249653114820144,-0.11095342154390785,1.012364195493054,-1.612142752084697,0.07906704548349847,-0.3409788778582933,-0.6190219425366703,0.4297559460991633,0.4110191046117176,2.2209514017184153,-0.4019239515773971,0,0,0,1,0,0
2.0370790606802127,-0.11095342154390785,-0.17004641063612416,0.7446532716634711,1.098783636819034,-0.3409788778582933,1.5165163378146587,1.6923648645144977,2.7291236155862078,-0.6124286295937071,1.1640135221007732,1,1,0,1,0,1
-0.5223497046909703,3.5711291518158657,1.7218105591705608,1.8725485116000942,-1.415408872406084,3.6705373322392743,1.8608737561309487,2.557699034726724,1.7084287236712952,-0.6996956394813776,-0.9239031094701204,1,1,0,1,0,1
-0.14280794669192703,-0.11095342154390785,0.30291783181554705,0.8456588155383927,-0.18439735719088643,-0.3409788778582933,0.7365195019279218,-1.313839422390808,0.2771611674970222,-0.6027322951617438,1.1640135221007732,1,1,0,1,0,0
-0.2359471562299128,-0.11095342154390785,-1.3524570167653023,-0.3327391963356915,-1.080456066479685,1.6647792271904904,1.4749372712759452,-0.47949407436910413,-0.8400464219342004,1.2522128600059024,-0.4019239515773971,0,0,0,1,0,1
1.639434726142544,-0.11095342154390785,-0.4065285318619598,-0.21489939514828293,1.8743633299234796,-0.3409788778582933,1.5170099590277761,0.320587238650341,2.4809802464475372,-0.48152811476220153,0.3810447852616881,0,1,0,1,0,0
-1.395751182889636,-0.11095342154390785,1.2488463167188895,-0.012888307398440086,1.0719540089405133,-0.3409788778582933,1.7258544718521382,-0.13979537663021455,0.5755856272997844,-0.84998882317681,-1.7068718463092056,1,1,0,1,0,0
0.08670743162244152,-0.11095342154390785,2.6677390440739033,-0.43374474021061293,1.3070629281224329,-0.3409788778582933,-0.6040860409041091,1.3586495602552229,0.6471265079762097,2.3942159189220513,-0.14093437263103534,0,0,0,1,0,0
0.40650765808373784,-0.11095342154390785,-0.879492774313631,-0.16439662321082207,-0.4895684799797492,-0.3409788778582933,-0.6251697151562058,0.22474004875990658,-0.6830164385626755,-0.42335010817042124,-0.4019239515773971,0,1,0,1,0,0
0.9288416212954896,-0.11095342154390785,0.30291783181554705,-0.2654021670857438,-0.8895333827849026,1.6647792271904904,1.6050403325908709,-0.516862060062548,-1.084140307260998,-0.5930359607297804,1.1640135221007732,1,1,0,1,0,0
1.2724844008733267,-0.11095342154390785,0.7758820742672183,-0.09705959396087466,1.251051311627227,-0.3409788778582933,-0.6208267986971603,2.575536320948972,-1.297665355285253,0.1776982923375945,0.12005520631532639,1,1,0,1,0,1
1.7094721787127012,-0.11095342154390785,0.30291783181554705,-0.02972256471092724,2.17165086537363,-0.3409788778582933,-0.618212991561281,-1.1328129058130902,-1.3001982645025258,-0.5348579541380001,-1.1848926884164823,0,1,0,1,0,0
0.7041605753743372,-0.11095342154390785,1.7218105591705608,0.07128297916399448,2.7645729260254917,-0.3409788778582933,-0.6190400693560096,-0.30755618249262395,2.320575693232785,2.142407566273074,-0.14093437263103534,0,0,0,1,0,0
-0.059681527575871564,-0.11095342154390785,1.012364195493054,0.22279129497637648,-0.053936702198647574,-0.3409788778582933,-0.6191844329228667,-0.49405742831005356,-0.0505095642803793,-0.4378946098183663,-0.14093437263103534,0,1,0,1,0,1
-0.8897617051022522,-0.11095342154390785,-1.588939137991138,1.182343961788131,0.9061443655585644,-0.3409788778582933,-0.6347532034526133,0.6030485685748016,-0.7958395569879188,1.7359542926611848,-1.1848926884164823,1,0,0,1,0,0
-1.3905844855688867,-0.11095342154390785,-0.17004641063612416,-1.5279714655222623,-0.23042733487820657,-0.3409788778582933,-0.6146798417526597,-0.2707526678821627,-1.0200234802396733,-0.5494024557859452,-0.9239031094701204,0,0,0,1,0,0
1.2337533068837097,-0.11095342154390785,2.194774801622232,0.08811723647648163,1.566585537127462,-0.3409788778582933,-0.6233530690541571,2.617420075306276,1.7203522037840326,0.27142967126377904,1.1640135221007732,1,1,0,1,0,1
-1.4266748231501207,-0.11095342154390785,0.30291783181554705,-0.602087313335482,0.2846760894624948,-0.3409788778582933,-0.6171922638343017,-0.6429649000008463,0.1676001332535656,0.01266096581567884,0.12005520631532639,0,1,0,1,0,1
-0.48304453322127006,-0.11095342154390785,0.06643571058971146,-0.602087313335482,-0.44461931668563964,-0.3409788778582933,-0.6166872781748048,0.6207729605804532,0.30337032661275665,-0.4330464426023846,0.6420343642080498,0,1,0,1,0,1
1.6673731635065958,-0.11095342154390785,0.7758820742672183,-0.7704298864603513,1.6780365742626444,-0.3409788778582933,1.6267390518646865,1.1416668759567365,-1.2981488284152762,-0.583339626297817,1.1640135221007732,0,1,0,1,0,1
0.15242096539888875,-0.11095342154390785,2.4312569228480676,1.8388799969751204,1.523289384081792,-0.3409788778582933,-0.6270864128154873,-0.4572539136995923,2.904826218756926,-0.4378946098183663,1.1640135221007732,0,1,0,1,0,0
0.34328259161056857,-0.11095342154390785,-1.1159748955394666,-0.6862585998979166,-0.8257017562682322,-0.3409788778582933,-0.6145923595775977,0.6429002270333686,-0.42283710364982624,-0.5881877935137987,0.3810447852616881,0,0,0,1,0,0
-0.12152880809684101,-0.11095342154390785,1.4853284379447251,-1.1407835473350632,1.381511966619466,1.6647792271904904,-0.606665420381974,-0.607064539123157,-1.231496523748604,-0.4185019409544396,0.3810447852616881,0,1,0,1,0,0
-0.48124575711700923,-0.11095342154390785,0.06643571058971146,-1.2754576058349587,0.12814873439870725,-0.3409788778582933,-0.6163234604902854,-0.7347478980938065,-1.05140697978169,-0.42335010817042124,-0.6629135305237588,0,0,0,1,0,0
-0.5296213527720249,-0.11095342154390785,1.012364195493054,-1.3259603777724196,0.35105080866907246,-0.3409788778582933,-0.6194196221783612,1.0974123430509057,-0.0942664865808974,-0.6512139673215607,-0.4019239515773971,1,0,0,1,0,1
1.6357989021020167,-0.11095342154390785,2.194774801622232,0.03761446453902077,-1.4145002491382626,-0.3409788778582933,-0.6290031104747688,0.9017666656891591,-1.2968912119343066,-0.4524391114663114,0.6420343642080498,0,0,0,1,0,1
1.3031162094209257,-0.11095342154390785,1.2488463167188895,0.5931449558510891,1.7980705492262639,-0.3409788778582933,-0.6196329917741727,1.30186376930718,-1.2984612609302875,1.976932023266888,1.1640135221007732,1,0,0,1,0,1
1.5253081231019927,-0.11095342154390785,1.2488463167188895,-0.2654021670857438,1.6772100691384246,-0.3409788778582933,-0.6222960963883205,-0.28949310783718285,1.7557851871379226,-0.4136537737384579,0.12005520631532639,0,1,0,1,0,1
-1.0531417427759489,-0.11095342154390785,1.012364195493054,0.7109847570384973,-0.098122937685785,-0.3409788778582933,1.7293401700914939,0.634320266572034,0.5559006365476232,-0.6221249640256705,0.12005520631532639,1,1,0,1,0,1
-0.30853193091057113,-0.11095342154390785,-0.879492774313631,-0.602087313335482,-0.5605207660281598,-0.3409788778582933,-0.6021693432448276,-0.27673606136177753,-0.413275822427348,1.9413108036911748,-1.445882267362844,1,0,0,1,0,1
1.073432602612459,-0.11095342154390785,0.5393999530413827,-0.787264143772838,0.9528101164183613,-0.3409788778582933,-0.6060027385633906,-1.3139001815621656,1.547011799503574,-0.47667994754621984,-0.9239031094701204,0,1,0,1,0,0
-1.4316501613108423,-0.11095342154390785,0.06643571058971146,-0.6357558279604558,-0.5763515180228321,-0.3409788778582933,-0.6169987284858667,-0.5351509231511821,0.04094127847108908,-0.4912244491941649,-0.14093437263103534,0,0,0,1,0,0
